id,article_id,source,first_property,middle_one,middle_two,second_property,destination,length,relevance_score,rarity_score,localPageRankMean,localHubMean,dbpediaPageRankMean,path_informativeness,path_pattern_informativeness,localPageViewMean
12614,139,Bernie_Sanders,R:otherParty,Democratic_Party_(United_States),,L:party,Donald_Trump,2,0.148468173864,20159,0.0830561128511,0.0125659594526,296.167833333,0.269005816657,2.81341071676,31756.3333333
12615,139,Bernie_Sanders,R:party,Independent_politician,,L:party,Donald_Trump,2,0.13537691011,38796,0.0155058439563,0.0125659594526,125.7005,0.226271743798,3.21887582487,29885.6666667
12616,139,Bernie_Sanders,R:otherParty,,,,Democratic_Party_(United_States),1,0.0724471464641,1522,0.121093096191,0.0114169851165,429.46065,0.199217774608,3.91202300543,10848.5
12617,139,Bernie_Sanders,R:predecessor,Patty_Murray,,R:party,Democratic_Party_(United_States),2,0.0530024606078,26910.5,0.0836883881577,0.0121289980107,288.691226667,0.538281574605,2.81341071676,7340.66666667
12618,139,Bernie_Sanders,R:successor,Peter_Welch,,R:party,Democratic_Party_(United_States),2,0.0706196750104,40761.5,0.0836883881577,0.0145531404234,287.241606667,0.503814305795,2.81341071676,7266
12619,139,Bernie_Sanders,R:associate,Patrick_Leahy,,R:party,Democratic_Party_(United_States),2,0.0642775667952,19672,0.0836883881577,0.0145531404234,291.907833333,0.636347987661,3.91202300543,7475.33333333
12620,139,Bernie_Sanders,L:successor,Patty_Murray,,R:party,Democratic_Party_(United_States),2,0.0530024606078,40761.5,0.0836883881577,0.0121289980107,288.691226667,0.483261464949,3.21887582487,7340.66666667
12621,139,Bernie_Sanders,L:predecessor,Peter_Welch,,R:party,Democratic_Party_(United_States),2,0.0706196750104,26910.5,0.0836883881577,0.0145531404234,287.241606667,0.314795558566,2.81341071676,7266
12622,139,Bernie_Sanders,L:associate,Patrick_Leahy,,R:party,Democratic_Party_(United_States),2,0.0642775667952,19672,0.0836883881577,0.0145531404234,291.907833333,0.394138815034,3.91202300543,7475.33333333
12623,139,Bernie_Sanders,R:party,Independent_politician,,L:politicalPartyInLegislature,United_States_Senate,2,0.0631877819935,19624,0.0319134537958,0.016682984875,331.280766667,0.415672711405,2.30258509299,6713.66666667
12624,139,Bernie_Sanders,R:otherParty,Democratic_Party_(United_States),,L:politicalPartyOfLeader,United_States_Senate,2,0.0642771387827,1105,0.0994637226906,0.016682984875,501.7481,0.207783510267,3.91202300543,8584.33333333
12625,139,Bernie_Sanders,R:otherParty,Democratic_Party_(United_States),,L:politicalPartyInLegislature,United_States_Senate,2,0.0642771387827,987,0.0994637226906,0.016682984875,501.7481,0.334527059622,3.21887582487,8584.33333333
12626,139,Bernie_Sanders,R:region,,,,Vermont,1,0.067258283572,56988,0.0599019397707,0.0115163455149,130.41165,0.200919059778,3.91202300543,8730
